zip_code,median_household_income,vehicle_count,P1_001N,vehicle_per_person
99204,41678.0,76.0,7000.0,0.010857142857142857
99205,56467.0,254.0,44036.0,0.005768007993459896
99206,61615.0,330.0,39842.0,0.008282716731087797
99207,42913.0,128.0,32059.0,0.00399263857263171
99208,65647.0,695.0,58531.0,0.011874049648904
99212,59643.0,398.0,21672.0,0.018364710225175343
99216,50586.0,178.0,28379.0,0.006272243560379154
99217,62906.0,155.0,19298.0,0.008031920406259717
99218,53125.0,137.0,15591.0,0.008787120774805977
99223,75933.0,547.0,34201.0,0.015993684395193122
99224,66936.0,468.0,24085.0,0.019431181233132654
99301,66678.0,740.0,85272.0,0.008678112393282672
99320,64547.0,85.0,10215.0,0.008321096426823299
99323,69828.0,19.0,3882.0,0.004894384337970119
99324,52403.0,80.0,10226.0,0.007823195775474282
99326,72959.0,13.0,6277.0,0.0020710530508204557
99328,65260.0,17.0,3620.0,0.004696132596685083
99330,65735.0,6.0,1061.0,0.005655042412818096
99333,80804.0,0.0,39.0,0.0
99335,51250.0,0.0,240.0,0.0
99336,52158.0,339.0,51127.0,0.006630547460246054
99337,77854.0,328.0,33458.0,0.009803335525135992
99338,117286.0,452.0,19117.0,0.023643877177381388
99341,58482.0,1.0,788.0,0.0012690355329949238
99343,55828.0,7.0,3206.0,0.002183406113537118
99344,53328.0,62.0,18948.0,0.0032721131517838295
99345,92500.0,2.0,159.0,0.012578616352201259
99346,63229.0,1.0,345.0,0.002898550724637681
99347,56298.0,3.0,2342.0,0.0012809564474807857
99348,64243.0,1.0,1685.0,0.0005934718100890207
99349,60500.0,36.0,7960.0,0.004522613065326633
99350,59536.0,88.0,13240.0,0.006646525679758308
